Division,MatchDate,HomeTeam,AwayTeam,FTResult,EloDiff,FormDiff,H2H,IsDerby
I1,2006-11-19,Livorno,Parma,1,21.230000000000018,-0.7999999999999998,0.0,0
I1,2006-11-19,Messina,Lazio,2,-137.88999999999987,0.40000000000000036,0.2857142857142857,0
I1,2006-11-19,Roma,Catania,1,196.45000000000005,1.1999999999999993,-0.5058823529411764,0
I1,2006-11-19,Torino,Sampdoria,1,-53.069999999999936,-1.7999999999999998,-2.032258064516129,0
I1,2006-11-19,Udinese,Siena,1,30.549999999999955,-4.000000000000001,-3.0,0
E1,2006-11-24,Wolves,Sunderland,0,3.9400000000000546,-0.7999999999999998,0.0,0
D1,2006-11-24,Schalke 04,Bochum,1,172.17000000000007,4.199999999999998,2.411764705882353,1
D1,2006-11-25,Ein Frankfurt,Dortmund,0,-86.68000000000006,-0.6000000000000005,0.47191011235955055,0
D1,2006-11-25,Hamburg,Bayern Munich,2,-170.6300000000001,-5.199999999999999,1.0,0
D1,2006-11-25,Hannover,Mainz,1,14.259999999999991,5.0,1.0,0
D1,2006-11-25,Hertha,Aachen,1,96.86000000000013,3.2,0.0,0
D1,2006-11-25,Werder Bremen,Bielefeld,1,198.48000000000002,-1.0,-3.0,0
D1,2006-11-25,Wolfsburg,Nurnberg,0,-37.809999999999945,3.0,-2.5039370078740157,0
E1,2006-11-25,Barnsley,Ipswich,1,-85.27999999999997,-1.5999999999999996,-1.7619047619047619,0
E1,2006-11-25,Burnley,Birmingham,2,-124.50999999999999,-4.0,0.3841642228739003,0
E1,2006-11-25,Colchester,Southend,1,83.09999999999991,2.5999999999999996,2.6,0
E1,2006-11-25,Derby,Leicester,1,8.450000000000045,8.0,0.0,1
E1,2006-11-25,Norwich,Hull,0,69.5,1.2000000000000002,-1.8,0
E1,2006-11-25,Preston,Crystal Palace,0,116.21000000000004,5.199999999999999,0.42857142857142855,0
E1,2006-11-25,QPR,Coventry,2,-44.559999999999945,5.6000000000000005,1.0,0
E1,2006-11-25,Sheffield Weds,Cardiff,0,-87.30999999999995,3.0,0.09523809523809523,0
E1,2006-11-25,Southampton,Luton,1,78.92000000000007,6.2,1.5675146771037183,0
E1,2006-11-25,Stoke,West Brom,1,-75.87000000000012,6.799999999999999,-0.2,1
F1,2006-11-25,Bordeaux,St Etienne,1,33.399999999999864,-2.999999999999999,2.4285714285714284,0
F1,2006-11-25,Lille,Monaco,0,107.82000000000016,3.6000000000000014,-2.1294117647058823,0
F1,2006-11-25,Lorient,Sochaux,2,-62.41000000000008,0.7999999999999989,0.0,0
F1,2006-11-25,Nice,Sedan,0,113.66000000000008,1.8000000000000003,1.7331378299120235,0
F1,2006-11-25,Toulouse,Rennes,1,-40.289999999999964,-2.0,-1.0,0
F1,2006-11-25,Troyes,Marseille,0,-143.43000000000006,-1.7999999999999998,0.0,0
I1,2006-11-25,Chievo,Udinese,1,-51.19999999999982,-1.4,-0.4838709677419355,0
I1,2006-11-25,Milan,Messina,1,300.09000000000015,-1.0,0.0,0
I1,2006-11-26,Atalanta,Torino,2,19.639999999999873,0.0,-0.8571428571428571,0
I1,2006-11-26,Catania,Parma,1,-18.910000000000082,4.6,-1.0,0
I1,2006-11-26,Empoli,Cagliari,1,16.559999999999945,-0.7999999999999989,0.0,0
I1,2006-11-26,Lazio,Ascoli,1,194.16000000000008,6.0,-1.050880626223092,0
I1,2006-11-26,Palermo,Inter,2,-150.75,-2.9999999999999982,1.401759530791789,0
I1,2006-11-26,Reggina,Livorno,0,-47.539999999999964,-1.8000000000000007,-2.5714285714285716,0
I1,2006-11-26,Sampdoria,Roma,2,-184.96000000000004,-6.3999999999999995,-0.09411764705882353,0
I1,2006-11-26,Siena,Fiorentina,0,-118.03999999999996,-2.6,-0.6,1
F1,2006-11-26,Le Mans,Lens,0,-74.43000000000006,-3.200000000000001,-0.8571428571428571,0
F1,2006-11-26,Lyon,Auxerre,1,277.6200000000001,4.0,3.0,0
F1,2006-11-26,Nantes,Paris SG,0,-52.299999999999955,0.6000000000000001,-1.0,0
F1,2006-11-26,Valenciennes,Nancy,1,-92.67999999999984,-5.999999999999999,0.0,0
D1,2006-11-26,Leverkusen,Cottbus,1,164.88999999999987,1.9999999999999996,0.2,0
D1,2006-11-26,Stuttgart,MGladbach,1,119.18000000000006,7.4,0.3333333333333333,0
E1,2006-11-28,Barnsley,Southend,1,21.809999999999945,2.2,-2.225806451612903,0
E1,2006-11-28,Burnley,Leeds,1,32.539999999999964,-3.5999999999999996,0.2,0
E1,2006-11-28,Colchester,Hull,1,12.930000000000064,-1.0,0.0,0
E1,2006-11-28,Norwich,Leicester,1,16.24000000000001,3.3999999999999995,2.5714285714285716,0
E1,2006-11-28,Preston,Coventry,0,122.70000000000005,1.4000000000000004,1.0,0
E1,2006-11-28,QPR,Sunderland,2,-60.49000000000001,2.5999999999999996,0.0,0
E1,2006-11-28,Sheffield Weds,West Brom,1,-123.55999999999995,3.0000000000000004,-3.0,0
E1,2006-11-28,Stoke,Cardiff,1,-39.62000000000012,4.999999999999999,0.0,0
E1,2006-11-28,Wolves,Crystal Palace,0,13.38000000000011,-0.7999999999999998,2.4,0
E1,2006-11-29,Derby,Ipswich,1,24.789999999999964,7.999999999999998,-1.3464566929133859,0
E1,2006-11-29,Southampton,Birmingham,1,-104.96000000000004,-0.7999999999999989,0.0,0
D1,2006-12-01,Mainz,Stuttgart,0,-137.9000000000001,-7.0,-3.0,0
I1,2006-12-02,Inter,Siena,1,246.29999999999995,8.799999999999999,-2.142857142857143,0
I1,2006-12-02,Roma,Atalanta,1,183.6300000000001,9.2,-3.0,0
D1,2006-12-02,Bayern Munich,MGladbach,0,261.54999999999995,8.399999999999999,-1.2857142857142858,0
D1,2006-12-02,Bielefeld,Leverkusen,0,-87.01999999999998,0.20000000000000107,-1.2857142857142858,0
D1,2006-12-02,Bochum,Hamburg,1,-67.85000000000014,3.2,0.0,0
D1,2006-12-02,Cottbus,Hannover,2,-68.70000000000005,-5.799999999999999,0.0,0
D1,2006-12-02,Dortmund,Wolfsburg,1,87.19000000000005,-0.5999999999999996,-3.0,0
D1,2006-12-02,Werder Bremen,Hertha,1,142.13999999999987,-3.0000000000000018,-1.0669272105520273,0
E1,2006-12-02,Cardiff,Colchester,0,65.33000000000015,-4.999999999999999,0.40512820512820513,0
E1,2006-12-02,Coventry,Stoke,0,-31.170000000000073,-4.399999999999999,0.4,0
E1,2006-12-02,Crystal Palace,QPR,1,69.25,-0.40000000000000036,-1.935483870967742,1
E1,2006-12-02,Hull,Southampton,2,-140.08000000000015,-7.200000000000001,0.4838709677419355,0
E1,2006-12-02,Ipswich,Burnley,0,-31.700000000000045,-1.2000000000000002,-3.0,0
E1,2006-12-02,Leeds,Barnsley,0,69.77000000000021,-2.999999999999999,1.8205128205128205,0
E1,2006-12-02,Leicester,Sheffield Weds,2,1.5,-6.0,0.0,0
E1,2006-12-02,Luton,Preston,1,-176.90999999999985,-6.6,0.4838709677419355,0
E1,2006-12-02,Southend,Wolves,2,-155.13999999999987,-2.8000000000000003,0.6377952755905512,0
E1,2006-12-02,Sunderland,Norwich,1,21.069999999999936,1.0,1.619047619047619,0
E1,2006-12-02,West Brom,Derby,1,51.97000000000003,-8.399999999999999,0.7176470588235294,1
F1,2006-12-02,Auxerre,Nice,0,8.160000000000082,0.39999999999999947,2.5542521994134897,0
F1,2006-12-02,Le Mans,Lyon,2,-280.24,-5.6,-0.9575091575091575,0
F1,2006-12-02,Lens,Bordeaux,1,5.059999999999945,-0.7999999999999989,-3.0,0
F1,2006-12-02,Monaco,Valenciennes,1,79.12000000000012,2.4000000000000004,-1.3764705882352941,0
F1,2006-12-02,Rennes,Nantes,1,58.36000000000013,-0.40000000000000036,-0.3870967741935484,1
F1,2006-12-02,Sedan,Troyes,2,-8.150000000000091,-0.8000000000000003,3.0,0
F1,2006-12-02,St Etienne,Lorient,1,58.13000000000011,-1.2000000000000002,-1.1764705882352942,0
I1,2006-12-03,Ascoli,Catania,0,-69.24000000000001,-6.6,-2.1058823529411765,0
I1,2006-12-03,Cagliari,Milan,0,-241.11000000000013,1.5999999999999996,-0.14285714285714285,0
I1,2006-12-03,Fiorentina,Lazio,1,3.3299999999999272,-4.800000000000001,-1.0,0
I1,2006-12-03,Livorno,Chievo,2,50.09999999999991,1.1999999999999993,-2.1058823529411765,0
I1,2006-12-03,Messina,Sampdoria,2,-54.92000000000007,-0.3999999999999999,0.0,0
I1,2006-12-03,Parma,Palermo,0,-86.84999999999991,-3.8000000000000003,0.0,0
I1,2006-12-03,Torino,Empoli,1,-38.929999999999836,-1.0000000000000009,-2.6,0
I1,2006-12-03,Udinese,Reggina,0,48.63999999999987,-1.4000000000000004,-2.142857142857143,0
D1,2006-12-03,Aachen,Ein Frankfurt,2,-41.63000000000011,-1.0,-2.623529411764706,0
D1,2006-12-03,Nurnberg,Schalke 04,0,-111.49000000000001,-5.6,-3.0,0
F1,2006-12-03,Nancy,Lille,2,-82.26999999999998,-2.3999999999999995,0.0,0
F1,2006-12-03,Sochaux,Marseille,1,-30.700000000000045,3.4000000000000004,-1.6,0
D1,2006-12-08,Leverkusen,Hertha,1,15.089999999999918,-1.5999999999999996,0.7304029304029304,0
D1,2006-12-09,Bayern Munich,Cottbus,1,299.8599999999999,7.799999999999999,0.2,0
D1,2006-12-09,Ein Frankfurt,Werder Bremen,2,-211.44999999999982,-2.999999999999999,0.0,0
D1,2006-12-09,Hamburg,Nurnberg,0,1.759999999999991,-4.0,-1.6451612903225807,0
D1,2006-12-09,Hannover,Bielefeld,0,-2.3899999999998727,6.599999999999999,1.099706744868035,0
D1,2006-12-09,MGladbach,Mainz,0,5.120000000000118,-0.6000000000000001,-1.0,0
D1,2006-12-09,Stuttgart,Bochum,1,124.71000000000004,0.0,2.0,0
I1,2006-12-09,Palermo,Livorno,1,77.53999999999996,-1.7999999999999998,1.0,0
I1,2006-12-09,Reggina,Ascoli,1,81.16999999999985,1.2000000000000002,-1.110236220472441,0
E1,2006-12-09,Birmingham,Preston,1,21.3900000000001,3.999999999999999,0.0,0
E1,2006-12-09,Cardiff,Ipswich,0,56.8900000000001,1.0,0.0,0
E1,2006-12-09,Coventry,Burnley,1,8.329999999999927,2.2,-1.015655577299413,0
E1,2006-12-09,Crystal Palace,Colchester,2,46.01999999999998,-0.7999999999999998,-1.9176470588235295,0
E1,2006-12-09,Leeds,Derby,2,-52.62999999999988,-3.2,-1.204724409448819,0
E1,2006-12-09,Norwich,Sheffield Weds,2,32.62000000000012,-2.999999999999999,0.0,0
E1,2006-12-09,Southend,Southampton,1,-204.77999999999997,-9.799999999999999,2.9047619047619047,0
E1,2006-12-09,Stoke,QPR,1,102.87000000000012,7.0,0.6,0
E1,2006-12-09,Sunderland,Luton,1,91.1099999999999,5.600000000000001,-2.903225806451613,0
E1,2006-12-09,Wolves,Leicester,2,38.72000000000003,5.0,-2.0,1
F1,2006-12-09,Bordeaux,Rennes,2,47.549999999999955,0.8000000000000007,-0.8,0
F1,2006-12-09,Lorient,Sedan,1,40.309999999999945,2.0000000000000004,-0.023529411764705882,0
F1,2006-12-09,Marseille,Monaco,1,51.93999999999983,-2.5999999999999996,-2.6,1
F1,2006-12-09,Nantes,Le Mans,0,-50.25999999999999,-1.8000000000000003,2.0,0
F1,2006-12-09,Nice,Nancy,0,-17.200000000000045,-1.4000000000000004,-1.8,0
F1,2006-12-09,Toulouse,Lens,2,-81.38000000000011,-2.6000000000000014,0.14285714285714285,0
F1,2006-12-09,Troyes,Auxerre,0,-99.03999999999996,-0.40000000000000036,0.9452054794520548,0
F1,2006-12-09,Valenciennes,Sochaux,0,-100.3599999999999,-5.600000000000001,-0.9523809523809523,0
E1,2006-12-10,Barnsley,West Brom,0,-174.37000000000012,2.8,-1.3321934538348803,0
D1,2006-12-10,Schalke 04,Dortmund,1,69.16000000000008,3.8000000000000007,2.0,1
D1,2006-12-10,Wolfsburg,Aachen,2,35.52999999999997,1.8000000000000003,2.5714285714285716,0
I1,2006-12-10,Atalanta,Messina,1,75.39999999999986,1.4000000000000001,-1.7419354838709677,0
I1,2006-12-10,Cagliari,Parma,0,11.629999999999882,3.400000000000001,2.6,0
I1,2006-12-10,Catania,Udinese,1,-29.440000000000055,2.4000000000000004,0.42857142857142855,0
I1,2006-12-10,Chievo,Fiorentina,2,-135.56999999999994,1.2000000000000002,-2.8095238095238093,0
I1,2006-12-10,Empoli,Inter,2,-248.47000000000003,-5.799999999999999,0.0,0
I1,2006-12-10,Lazio,Roma,1,-61.710000000000036,-3.799999999999999,0.6,1
I1,2006-12-10,Milan,Torino,0,219.3800000000001,-4.399999999999999,3.0,0
I1,2006-12-10,Sampdoria,Siena,0,13.769999999999982,2.8000000000000003,0.0,0
F1,2006-12-10,Lille,St Etienne,0,100.05999999999995,-0.1999999999999993,0.6600732600732601,0
F1,2006-12-10,Lyon,Paris SG,1,304.53,6.999999999999999,-1.0,0
E1,2006-12-15,Luton,Southend,0,83.15000000000009,-0.3999999999999999,0.0,0
D1,2006-12-15,Bochum,MGladbach,1,7.029999999999973,2.1999999999999993,1.1428571428571428,0
I1,2006-12-16,Fiorentina,Milan,0,-88.98000000000002,3.200000000000001,-1.5714285714285714,0
I1,2006-12-16,Udinese,Cagliari,1,16.360000000000127,-1.4000000000000004,1.4,0
E1,2006-12-16,Burnley,Sunderland,0,-33.700000000000045,-6.6,-1.4,0
E1,2006-12-16,Colchester,Stoke,1,-64.43000000000006,-1.200000000000001,1.2857142857142858,0
E1,2006-12-16,Derby,Crystal Palace,1,26.579999999999927,2.8000000000000007,0.5659824046920822,0
E1,2006-12-16,Hull,Cardiff,1,-114.74000000000001,-2.0000000000000004,-0.2,0
E1,2006-12-16,Ipswich,Leeds,1,16.909999999999854,1.0,-1.2588235294117647,0
E1,2006-12-16,Leicester,Barnsley,1,57.700000000000045,-3.2,0.5905511811023622,0
E1,2006-12-16,QPR,Wolves,2,-75.55999999999995,-3.6000000000000005,-2.8095238095238093,0
E1,2006-12-16,Sheffield Weds,Birmingham,2,-145.02999999999997,1.799999999999999,0.0,0
E1,2006-12-16,Southampton,Norwich,1,71.31000000000017,5.0,-2.0,0
E1,2006-12-16,West Brom,Coventry,1,61.23000000000002,-2.2,0.0,0
D1,2006-12-16,Aachen,Hamburg,0,-77.79999999999995,1.9999999999999996,-0.42857142857142855,0
D1,2006-12-16,Bielefeld,Schalke 04,2,-156.18000000000006,-5.8,-1.0,0
D1,2006-12-16,Cottbus,Stuttgart,0,-182.64999999999986,-7.799999999999999,-1.3294117647058823,0
D1,2006-12-16,Hertha,Ein Frankfurt,1,53.97000000000003,0.5999999999999996,0.8571428571428571,0
D1,2006-12-16,Mainz,Bayern Munich,2,-254.68000000000006,-7.0,-2.5714285714285716,0
D1,2006-12-16,Nurnberg,Hannover,1,40.809999999999945,-3.5999999999999996,1.0952380952380953,0
F1,2006-12-16,Le Mans,Toulouse,1,26.450000000000045,-1.4000000000000004,-1.0,0
F1,2006-12-16,Monaco,Sochaux,1,-25.179999999999836,-2.200000000000001,0.0,0
F1,2006-12-16,Nancy,Marseille,1,-51.87000000000012,-3.0,1.4,0
F1,2006-12-16,Nantes,Bordeaux,0,-111.37000000000012,-2.1999999999999993,0.0,0
F1,2006-12-16,Rennes,Troyes,0,107.34999999999991,1.7999999999999998,-0.7741935483870968,0
F1,2006-12-16,Sedan,Lille,1,-240.54999999999995,-5.6,-1.8,0
F1,2006-12-16,St Etienne,Valenciennes,1,92.74000000000001,1.5999999999999996,1.0,0
I1,2006-12-17,Ascoli,Torino,2,-84.90999999999985,-6.799999999999999,1.0,0
I1,2006-12-17,Inter,Messina,1,326.1099999999999,10.999999999999998,1.038827838827839,0
I1,2006-12-17,Livorno,Lazio,0,-98.09999999999991,-6.2,-1.751343429408891,0
I1,2006-12-17,Parma,Chievo,0,3.2899999999999636,-4.4,-1.795275590551181,0
I1,2006-12-17,Reggina,Sampdoria,2,-17.24000000000001,1.0,-0.6873473375671715,0
I1,2006-12-17,Roma,Palermo,1,82.26999999999998,3.2,3.0,0
I1,2006-12-17,Siena,Atalanta,0,-7.559999999999945,-1.4,-0.42857142857142855,0
F1,2006-12-17,Auxerre,Lorient,1,51.58999999999992,-0.9999999999999991,0.1935483870967742,0
F1,2006-12-17,Lens,Lyon,2,-209.5,-2.799999999999997,0.487279843444227,0
F1,2006-12-17,Paris SG,Nice,0,-14.259999999999991,-2.0,2.2,0
D1,2006-12-17,Dortmund,Leverkusen,2,-14.509999999999991,-1.7999999999999998,0.0,0
D1,2006-12-17,Werder Bremen,Wolfsburg,1,243.37000000000012,7.599999999999998,-1.2,0
I1,2006-12-20,Atalanta,Udinese,2,-18.820000000000164,-0.7999999999999998,0.0,0
I1,2006-12-20,Cagliari,Fiorentina,2,-120.65000000000009,-4.6000000000000005,-3.0,0
I1,2006-12-20,Chievo,Reggina,1,-1.4299999999998363,1.1999999999999993,-0.42857142857142855,0
I1,2006-12-20,Empoli,Siena,1,9.799999999999955,2.1999999999999993,0.0,1
I1,2006-12-20,Lazio,Inter,2,-135.80999999999995,-4.999999999999998,-1.7142857142857142,0
I1,2006-12-20,Messina,Parma,0,-66.23000000000002,-3.0,-2.411764705882353,0
I1,2006-12-20,Milan,Catania,1,222.71000000000004,-3.5999999999999996,0.42857142857142855,0
I1,2006-12-20,Palermo,Ascoli,1,186.53999999999996,2.6,1.937007874015748,0
I1,2006-12-20,Sampdoria,Livorno,1,-10.590000000000146,4.4,-1.2857142857142858,0
I1,2006-12-20,Torino,Roma,2,-183.9000000000001,1.0,-1.487542745481192,0
F1,2006-12-22,Marseille,St Etienne,1,43.299999999999955,-3.5999999999999996,0.42857142857142855,0
E1,2006-12-22,Crystal Palace,Sunderland,1,-32.25999999999999,-4.800000000000002,1.0,0
E1,2006-12-23,Burnley,Derby,0,-28.019999999999982,-5.2,1.0866141732283465,0
E1,2006-12-23,Ipswich,Stoke,2,-74.13000000000011,-1.4000000000000004,-1.9606299212598426,0
E1,2006-12-23,Leeds,Hull,0,51.29000000000019,-1.1999999999999997,0.0,0
E1,2006-12-23,Leicester,Cardiff,0,-55.59999999999991,3.5999999999999996,-2.2023460410557183,0
E1,2006-12-23,Luton,Coventry,1,-73.05999999999995,-1.5999999999999996,0.0,0
E1,2006-12-23,Preston,Colchester,1,103.75,-5.6000000000000005,1.6,0
E1,2006-12-23,QPR,Barnsley,1,21.670000000000073,-4.4,-1.5373717635564241,0
E1,2006-12-23,Sheffield Weds,Southampton,0,-59.330000000000155,-0.8000000000000007,0.0,0
E1,2006-12-23,Southend,Birmingham,2,-283.73,-6.199999999999999,-2.225806451612903,0
E1,2006-12-23,Wolves,Norwich,0,17.960000000000036,5.199999999999999,1.4,0
F1,2006-12-23,Bordeaux,Le Mans,1,55.98000000000002,-1.4000000000000004,0.42857142857142855,0
F1,2006-12-23,Lille,Auxerre,0,131.18000000000006,-1.3999999999999995,1.0,0
F1,2006-12-23,Lorient,Rennes,0,-84.8599999999999,-4.0,2.4352941176470586,1
F1,2006-12-23,Lyon,Monaco,0,271.8799999999999,4.599999999999999,0.047244094488188976,0
F1,2006-12-23,Nice,Lens,2,-68.47000000000003,-4.199999999999999,0.0,0
F1,2006-12-23,Sochaux,Nancy,1,28.700000000000045,0.39999999999999947,2.0,0
F1,2006-12-23,Toulouse,Nantes,2,28.940000000000055,1.7999999999999998,-0.8709677419354839,0
F1,2006-12-23,Troyes,Paris SG,0,-66.8599999999999,3.0,-1.7619047619047619,0
F1,2006-12-23,Valenciennes,Sedan,1,34.809999999999945,-1.1999999999999997,-1.3764705882352941,0
I1,2006-12-23,Ascoli,Chievo,1,-79.74000000000001,-6.0,-1.0,0
I1,2006-12-23,Catania,Sampdoria,1,-16.829999999999927,-2.999999999999999,-3.0,0
I1,2006-12-23,Fiorentina,Messina,1,198.51,7.600000000000001,0.0,0
I1,2006-12-23,Inter,Atalanta,1,250.71000000000004,7.399999999999999,-2.5714285714285716,0
I1,2006-12-23,Livorno,Torino,0,24.090000000000146,-5.0,-3.0,0
I1,2006-12-23,Parma,Lazio,2,-124.06999999999994,-1.8000000000000003,0.0,0
I1,2006-12-23,Reggina,Empoli,1,-13.269999999999982,-0.7999999999999998,2.764705882352941,0
I1,2006-12-23,Roma,Cagliari,1,174.1500000000001,7.0,-0.4,0
I1,2006-12-23,Siena,Palermo,0,-101.90000000000009,-4.0,-0.17595307917888564,0
I1,2006-12-23,Udinese,Milan,2,-193.26999999999998,-0.1999999999999993,1.0,0
E1,2006-12-26,Barnsley,Burnley,1,-91.91000000000008,-1.0000000000000004,0.8571428571428571,0
E1,2006-12-26,Birmingham,QPR,1,214.6099999999999,7.199999999999999,-2.0078740157480315,0
E1,2006-12-26,Colchester,Luton,1,40.75999999999999,2.3999999999999995,1.0,0
E1,2006-12-26,Coventry,Ipswich,2,42.0,-0.6000000000000005,0.967741935483871,0
E1,2006-12-26,Derby,Wolves,2,22.700000000000045,2.5999999999999996,0.0,1
E1,2006-12-26,Hull,Leicester,2,-59.1400000000001,-3.0,1.7142857142857142,0
E1,2006-12-26,Norwich,Southend,0,126.72000000000003,-1.7999999999999998,0.5238095238095238,0
E1,2006-12-26,Southampton,Crystal Palace,0,57.23000000000002,1.8000000000000007,-1.8,0
E1,2006-12-26,Stoke,Sheffield Weds,2,49.6400000000001,1.1999999999999993,0.0,0
E1,2006-12-26,Sunderland,Leeds,1,75.75999999999999,5.0,-1.6451612903225807,0
E1,2006-12-26,West Brom,Preston,1,-10.220000000000027,-0.20000000000000018,0.8571428571428571,0
E1,2006-12-29,Birmingham,Luton,0,200.57999999999993,6.199999999999998,-3.0,0
E1,2006-12-30,Barnsley,Sheffield Weds,2,-91.25,-2.6000000000000005,-0.8571428571428571,0
E1,2006-12-30,Cardiff,Crystal Palace,0,19.949999999999818,-2.4000000000000004,3.0,0
E1,2006-12-30,Colchester,Wolves,1,-20.769999999999982,-0.5999999999999996,-2.2,0
E1,2006-12-30,Coventry,Southend,0,156.21000000000004,-1.6,0.967741935483871,0
E1,2006-12-30,Hull,Burnley,1,-93.35000000000014,1.5999999999999996,0.6774193548387096,0
E1,2006-12-30,Norwich,QPR,1,57.59999999999991,-1.0,0.8709677419354839,0
E1,2006-12-30,Southampton,Leicester,1,92.88000000000011,-1.9999999999999991,3.0,0
E1,2006-12-30,Stoke,Leeds,1,91.03999999999996,3.1999999999999997,-3.0,0
E1,2006-12-30,Sunderland,Preston,2,-54.59999999999991,0.40000000000000036,-1.2580645161290323,0
E1,2006-12-30,West Brom,Ipswich,1,103.23000000000002,1.8000000000000016,-2.142857142857143,0
E1,2007-01-01,Crystal Palace,Norwich,1,23.819999999999936,0.0,-1.6451612903225807,0
E1,2007-01-01,Ipswich,Birmingham,1,-180.31999999999994,-4.800000000000001,0.0,0
E1,2007-01-01,Leeds,Coventry,1,-42.399999999999864,-1.2000000000000002,-3.0,0
E1,2007-01-01,Leicester,Sunderland,2,-51.289999999999964,1.8000000000000007,-0.09980430528375733,0
E1,2007-01-01,Luton,Cardiff,0,-54.100000000000136,1.0000000000000004,-2.5714285714285716,0
E1,2007-01-01,Preston,Derby,2,74.34999999999991,0.7999999999999989,-1.2857142857142858,0
E1,2007-01-01,QPR,Colchester,1,-88.63000000000011,-5.4,-0.8709677419354839,0
E1,2007-01-01,Sheffield Weds,Hull,2,85.56999999999994,2.999999999999999,0.0,0
E1,2007-01-01,Southend,West Brom,1,-232.69000000000005,-5.000000000000001,2.3624816805080604,0
E1,2007-01-01,Wolves,Barnsley,1,128.18999999999983,1.8000000000000003,-1.2857142857142858,0
E1,2007-01-12,West Brom,Luton,1,153.42000000000007,3.999999999999999,0.0,0
I1,2007-01-13,Empoli,Parma,1,33.11000000000013,1.4000000000000004,-0.01466275659824047,0
I1,2007-01-13,Torino,Inter,2,-272.99,-5.799999999999999,-3.0,0
E1,2007-01-13,Barnsley,Preston,2,-207.94999999999982,-2.4000000000000004,0.0,0
E1,2007-01-13,Cardiff,Southend,2,133.37000000000012,-2.0000000000000004,-0.07058823529411765,0
E1,2007-01-13,Colchester,Leicester,0,34.73000000000002,2.5999999999999996,-0.6850393700787402,0
E1,2007-01-13,Coventry,Crystal Palace,2,-29.50999999999999,-5.2,-0.9106227106227106,0
E1,2007-01-13,Derby,Sheffield Weds,1,12.240000000000009,1.1999999999999993,1.2857142857142858,0
E1,2007-01-13,Hull,QPR,1,6.830000000000155,3.3999999999999995,3.0,0
E1,2007-01-13,Southampton,Burnley,0,88.04999999999995,5.199999999999999,-1.8,0
E1,2007-01-13,Stoke,Wolves,0,19.54000000000019,-0.40000000000000036,3.0,1
E1,2007-01-13,Sunderland,Ipswich,1,48.11999999999989,-0.7999999999999989,1.7142857142857142,0
F1,2007-01-13,Auxerre,Sochaux,1,-22.799999999999955,-1.0,-1.7142857142857142,0
F1,2007-01-13,Bordeaux,Lorient,0,121.32000000000016,1.2000000000000002,0.6,0
F1,2007-01-13,Le Mans,Troyes,1,77.31999999999994,-0.1999999999999993,-2.401174168297456,0
F1,2007-01-13,Lens,Lille,0,-34.49000000000001,3.999999999999999,0.0,1
F1,2007-01-13,Nantes,Nice,1,-27.549999999999955,2.6000000000000005,-0.8709677419354839,0
F1,2007-01-13,Paris SG,Valenciennes,2,67.41999999999985,-2.8,-2.6,0
F1,2007-01-13,Sedan,Nancy,0,-112.25999999999999,-0.6000000000000001,-3.0,0
F1,2007-01-13,Toulouse,Lyon,1,-339.9399999999998,-8.2,-1.8188976377952757,0
F1,2007-01-14,Rennes,Marseille,2,-27.99000000000001,-0.20000000000000018,1.4,0
F1,2007-01-14,St Etienne,Monaco,2,-12.490000000000009,-0.39999999999999947,1.0,0
I1,2007-01-14,Atalanta,Livorno,1,12.819999999999936,0.20000000000000018,2.5538160469667317,0
I1,2007-01-14,Cagliari,Ascoli,1,84.29999999999995,-2.5999999999999996,-2.6,0
I1,2007-01-14,Chievo,Catania,1,-2.1700000000000728,-2.3999999999999995,2.032258064516129,0
I1,2007-01-14,Lazio,Siena,0,118.97000000000003,2.8,1.0,0
I1,2007-01-14,Messina,Roma,0,-265.3000000000002,-9.2,2.0,0
I1,2007-01-14,Milan,Reggina,1,245.08999999999992,3.200000000000001,1.015748031496063,0
I1,2007-01-14,Palermo,Udinese,1,76.56000000000017,-0.8000000000000007,-1.9523809523809523,0
I1,2007-01-14,Sampdoria,Fiorentina,0,-118.12000000000012,-1.8000000000000007,0.0,0
F1,2007-01-17,Paris SG,Toulouse,0,12.059999999999945,-1.7999999999999998,-0.7647058823529411,0
I1,2007-01-20,Ascoli,Atalanta,2,-102.0,-1.5999999999999996,2.5714285714285716,0
I1,2007-01-20,Reggina,Palermo,0,-113.95000000000005,-3.999999999999999,-3.0,0
E1,2007-01-20,Crystal Palace,Hull,0,85.24000000000001,-0.7999999999999972,-0.8709677419354839,0
E1,2007-01-20,Ipswich,Colchester,1,-14.259999999999991,-1.0,-3.0,0
E1,2007-01-20,Leeds,West Brom,2,-143.73000000000002,-4.199999999999999,-0.26418786692759294,0
E1,2007-01-20,Luton,Barnsley,2,63.20999999999981,2.0,-1.8387096774193548,0
E1,2007-01-20,Preston,Stoke,1,56.34999999999991,1.9999999999999991,-3.0,0
E1,2007-01-20,QPR,Southampton,2,-138.25,-1.6000000000000005,-3.0,0
E1,2007-01-20,Sheffield Weds,Sunderland,2,-47.86000000000013,-2.5999999999999996,1.2857142857142858,0
E1,2007-01-20,Southend,Derby,2,-142.96000000000004,-1.9999999999999982,-3.0,0
E1,2007-01-20,Wolves,Cardiff,2,36.75999999999999,2.8,3.0,0
I1,2007-01-21,Catania,Cagliari,2,3.2100000000000364,1.1999999999999997,-1.2,0
